Date,Portfolio Value,MonthYear,Contributions,Cash Flow (ex-Contributions),TSX Return,Monthly MWR,TSX Adjusted Return,Cumulative MWR,Cumulative TSX Adjusted Return
2024-11-01,26274.537904906272,11-2024,[],33.936260000000004,0.0617256181572731,0.11815431580099404,0.0617256181572731,0.42530669498784013,0.30599729249481045
2024-12-01,25687.905252223012,12-2024,[],60.72126800000001,-0.0358741270030801,-0.020039281787484747,-0.0358741270030801,0.39674457249339024,0.2591457797581729
2025-01-01,26189.977317614554,01-2025,[],25.311320000000002,0.0325623771541587,0.02054048441248352,0.0325623771541587,0.42543438261291167,0.3001465595307258
2025-02-01,24757.324709329605,02-2025,[],12.532056,-0.0054673976724605,-0.05423697481462426,-0.0054673976724605,0.34812313390323557,0.29303814125729
2025-03-01,22369.041000027657,03-2025,[],38.868839,-0.018744954417469,-0.0949741825741196,-0.018744954417469,0.22008624125151544,0.26880020023937323
2025-04-01,22207.625397354364,04-2025,[],34.871528000000005,-0.0030420700812682,-0.005661526921694013,-0.0030420700812682,0.21317869014988156,0.26494042111111793
2025-05-01,24377.11161281705,05-2025,[],5.480664,0.0536758930572098,0.09794964503251437,0.0536758930572098,0.3320091122110731,0.3328372278784204
2025-06-01,25559.868586814402,06-2025,[],57.627061000000005,0.0260552972167384,0.050942607917304046,0.0260552972167384,0.3998651301567182,0.3675646979923264
2025-07-01,26770.53367990017,07-2025,[],33.870398,0.0149942167148395,0.048722895648866574,0.0149942167148395,0.46807061281583096,0.3880702594455874
2025-08-01,28647.90578193665,08-2025,[],47.414508999999995,0.0478616564082672,0.07196206926470691,0.0478616564082672,0.5737160119407645,0.4545056012737063
2025-09-01,33501.98123647571,09-2025,[],86.524372,0.0510529076738608,0.17270980393914026,0.0510529076738608,0.8455121958189398,0.5287623414466462
